20170602162914.362938, 020617, 162918.50, -118.456578, +33.964681, 241.84, 240.63, 5.11,  20.0442,   33.395,   4.59968, 00585.0
20170602162915.360728, 020617, 162919.50, -118.456603, +33.964670, 242.74, 240.07, 5.12,  20.0445,   33.394,   4.59961, 00586.0
20170602162916.361519, 020617, 162920.50, -118.456628, +33.964658, 243.51, 241.95, 5.12,  20.0443,   33.394,   4.59958, 00587.0
20170602162917.367315, 020617, 162921.50, -118.456653, +33.964647, 244.09, 242.63, 5.11,  20.0451,   33.395,   4.59971, 00579.0
20170602162918.376112, 020617, 162922.50, -118.456680, +33.964636, 244.20, 243.77, 5.12,  20.0442,   33.394,   4.59950, 00594.0
20170602162919.367897, 020617, 162923.50, -118.456705, +33.964626, 243.69, 245.04, 5.13,  20.0441,   33.394,   4.59954, 00591.0
20170602162920.368688, 020617, 162924.50, -118.456732, +33.964616, 243.03, 243.63, 5.13,  20.0432,   33.393,   4.59937, 00593.0
20170602162921.371482, 020617, 162925.50, -118.456757, +33.964605, 242.30, 243.74, 5.11,  20.0421,   33.392,   4.59909, 00595.0
20170602162922.367269, 020617, 162926.50, -118.456782, +33.964594, 241.55, 241.93, 5.10,  20.0400,   33.391,   4.59872, 00601.0
20170602162923.367061, 020617, 162927.50, -118.456807, +33.964583, 241.04, 242.45, 5.07,  20.0379,   33.393,   4.59879, 00607.0
20170602162924.365881, 020617, 162928.50, -118.456832, +33.964572, 240.72, 240.75, 5.09,  20.0353,   33.392,   4.59845, 00605.0
20170602162925.366642, 020617, 162929.50, -118.456857, +33.964561, 240.39, 240.54, 5.08,  20.0305,   33.394,   4.59818, 00591.0
20170602162926.368434, 020617, 162930.50, -118.456882, +33.964550, 240.10, 241.22, 5.06,  20.0259,   33.395,   4.59787, 00577.0
20170602162927.360218, 020617, 162931.50, -118.456907, +33.964539, 240.11, 241.20, 5.03,  20.0200,   33.391,   4.59679, 00578.0
20170602162928.364012, 020617, 162932.50, -118.456930, +33.964528, 239.89, 241.24, 5.03,  20.0113,   33.396,   4.59659, 00575.0
20170602162929.361803, 020617, 162933.50, -118.456955, +33.964516, 239.60, 242.79, 5.03,  20.0027,   33.396,   4.59578, 00563.0
20170602162930.364595, 020617, 162934.50, -118.456980, +33.964505, 239.53, 241.79, 5.04,  19.9930,   33.397,   4.59493, 00561.0
20170602162931.367388, 020617, 162935.50, -118.457003, +33.964494, 239.56, 239.80, 5.05,  19.9795,   33.398,   4.59368, 00549.0
20170602162932.368180, 020617, 162936.50, -118.457028, +33.964482, 239.40, 241.11, 5.02,  19.9678,   33.398,   4.59260, 00545.0
20170602162933.365973, 020617, 162937.50, -118.457052, +33.964470, 239.37, 241.40, 5.01,  19.9532,   33.400,   4.59139, 00532.0
20170602162934.368939, 020617, 162938.50, -118.457077, +33.964459, 239.19, 239.93, 5.02,  19.9390,   33.404,   4.59055, 00504.0
20170602162935.366775, 020617, 162939.50, -118.457100, +33.964447, 239.65, 239.39, 5.01,  19.9273,   33.402,   4.58912, 00504.0
20170602162936.366061, 020617, 162940.50, -118.457125, +33.964436, 240.35, 240.12, 4.98,  19.9140,   33.404,   4.58806, 00494.0
20170602162937.363438, 020617, 162941.50, -118.457148, +33.964424, 241.46, 240.07, 4.99,  19.8987,   33.408,   4.58711, 00496.0
20170602162938.376240, 020617, 162942.50, -118.457173, +33.964413, 243.04, 240.24, 5.01,  19.8867,   33.409,   4.58606, 00496.0
20170602162940.369817, 020617, 162944.50, -118.457223, +33.964391, 246.88, 243.25, 5.03,  19.8752,   33.411,   4.58510, 00497.0
20170602162940.873218, 020617, 162945.00, -118.457235, +33.964386, 247.91, 244.91, 5.07,  19.8658,   33.416,   4.58478, 00502.0
